code,city,airport,country,provider,base,lat,lon
AAQ,Anapa/Olkhovka,Anapa Airport,Russia,SITA,136.975,45.0000,37.3500
ABE,Allentown/PA,Lehigh Valley Int’l Airport,USA,SITA,136.85,40.6500,-75.4333
ABI,Abilene/TX,Abilene Rgnl,USA,SITA,136.85,32.4167,-99.6833
ABJ,Abidjan,Felix Houphouet Boigny Int’l Airport,Ivory Coast,SITA,131.725,5.2500,-3.9333
ABQ,Albuquerque/NM,Albuquerque Int’l Sunport,USA,SITA,136.85,35.0500,-106.6167
ABV,Abuja,Nnamdi Azikwe International Airport,Nigeria,SITA,131.725,9.0000,7.2500
ABY,Albany/GA,Southwest Georgia Rgnl,USA,SITA,136.85,31.5333,-84.1833
ABZ,Aberdeen,Dyce,United Kingdom,SITA,131.725,57.2000,-2.2000
ACA,Acapulco,General Juan N Alvarez Int’l,Mexico,SITA,131.725,16.7500,-99.7500
ACC,Accra,Kotoka Intl,Ghana,SITA,131.725,5.6000,-0.1667
ACE,Arrecife,Lanzarote,Spain,ENAIRE,131.725,28.9500,-13.6000
ACH,Altenrhein,St-Gallen - Altenrhein Airport,Switzerland,SITA,131.725,47.4833,9.5500
ACK,Nantucket/MA,Nantucket Memorial Airport,USA,SITA,136.85,41.2500,-70.0500
ACT,Waco/TX,Waco Rgnl Airport,USA,SITA,136.85,31.6000,-97.2167
ACV,McKinleyville/CA,Arcata,USA,SITA,136.85,40.9667,-124.1000
ACY,Egg Harbour Township/NJ,Atlantic City Int’l Airport,USA,SITA,136.85,39.4500,-74.5667
ADA,Adana,Adana Airport,Turkey,SITA,131.725,36.9833,35.2833
ADB,Izmir,Adnan Menderes Airport,Turkey,SITA,131.725,38.2833,27.1500
ADD,Addis Ababa,Bole Int’l Airport,Ethiopia,SITA,131.725,8.9833,38.7833
ADL,Adelaide,Adelaide Int’l Airport,Australia,SITA,131.55,-34.9333,138.5333
ADZ,San Andres,Gustavo Rojas Pinilla Airport,Colombia,SITA,131.725,12.5833,-81.7000
AEP,Ciudad Autonoma de Buenos Aires,Aeroparque Jorge Newbery,Argentina,SITA,131.725,-34.5500,-58.4167
AER,Sochi,Adler/Sochi Airport,Russia,SITA,131.725,43.4333,39.9500
AES,Alesund,Vigra,Norway,SITA,131.725,62.5500,6.1167
AFL,Cachimbo,Cachimbo Airport,Brazil,SITA,131.55,-9.3500,-54.9000
AFW,Fort Worth/TX,Fort Worth Alliance,USA,SITA,136.85,32.9833,-97.3167
AGA,Agadir,Al Massira,Morocco,SITA,131.725,30.3167,-9.4000
AGC,West Mifflin/PA,Allegheny County Airport,USA,SITA,136.85,40.3500,-79.9167
AGM,Angmagssalik,Tasiilaq,Greenland,SITA,131.725,65.6000,-37.6333
AGP,Malaga,Malaga,Spain,ENAIRE,131.725,36.6667,-4.4833
AGS,Augusta/GA,Augusta Regional At Bush Field,USA,SITA,136.85,33.3667,-81.9667
AHB,Abha,Abha Airport,Saudi Arabia,GACA,131.725,18.2333,42.6500
AIF,Assis,Aeroporto Marcelo Pires Holzhausen,Brazil,SITA,131.55,-22.6333,-50.4500
AJA,Ajaccio,Ajaccio Napoléon Bonaparte,France,SITA,131.725,41.9167,8.7833
AJF,Al Jouf,Al Jouf Airport,Saudi Arabia,GACA,131.725,29.7833,40.1000
AKJ,Asahikawa,Asahikawa Airport,Japan,Avicom,131.45,43.6667,142.4500
AKL,Auckland,Auckland Int’l Airport,New Zealand,SITA,131.55,-37.0000,174.7667
ALA,Almaty,Almaty Int’l Airport,Kazakhstan,SITA,131.725,43.3333,77.0000
ALB,Albany/NY,Albany Int’l Airport,USA,SITA,136.85,42.7333,-73.8000
ALC,Alicante,Alicante Airport,Spain,ENAIRE,131.725,38.2833,-0.5667
ALF,Alta,Alta Airport,Norway,SITA,131.725,69.9667,23.3333
ALG,Algiers,Houari Boumediene Airport,Algeria,SITA,131.725,36.7000,3.2000
ALS,Alamosa/CO,San Luis Valley Rgnl Bergman Field,USA,SITA,136.85,37.4333,-105.8667
AMA,Amarillo/TX,Rick Husband Amarillo Int’l,USA,SITA,136.85,35.2000,-101.7167
AMD,Ahmedabad,Sardar Vallabhbhai Patel Int’l Airport,India,SITA,131.725,23.0667,72.6167
AMM,Amman,Queen Alia Int’l Airport,Jordan,SITA,131.725,31.7167,35.9833
AMQ,Ambon,Pattimura Airport (AMQ),Indonesia,SITA,131.55,-3.7000,128.0833
AMS,Amsterdam,Schiphol,Netherlands,SITA,131.725,52.3000,4.7667
ANC,Anchorage/AK,Ted Stevens Anchorage Int’l,USA,SITA,136.85,61.1667,-149.9833
ANF,Antofagasta,Aeropuerto Andres Sabella de Antofagasta,Chile,SITA,131.725,-23.4333,-70.4333
ANU,Antigua,V.C. Bird Int’l Airport,Antigua,SITA,131.725,17.1333,-61.7833
AOJ,Aomori,Aomori Airport,Japan,Avicom,131.45,40.7333,140.7000
AOR,Alor Setar,"Sultan Abdul Halim Airport, Kedah Darul Aman",Malaysia,SITA,131.55,6.2000,100.4000
APA,Englewood/CO,Centennial Airport,USA,SITA,136.85,39.5667,-104.8333
APC,Napa/CA,Napa County,USA,SITA,136.85,38.2000,-122.2833
APF,Naples/FL,Naples Municipal Airport,USA,Harris,136.85,26.1500,-81.7667
APW,Apia,Faleolo Int’l Airport,Samoa,SITA,131.55,-13.8333,-171.8333
AQP,Arequipa,Rodriguez Ballon Int’l Airport,Peru,SITA,131.725,-16.3333,-71.5667
ARH,Arkhangelsk,Arkhangelsk - Talagi Airport,Russia,SITA,131.725,64.6000,40.7167
ARI,Arica,Chaculluta Int’l Airport,Chile,SITA,131.725,-18.3500,-70.3333
ARN,Stockholm,Arlanda Int’l Airport,Sweden,SITA,131.725,59.6500,17.9333
ASB,Ashgabat,Ashgabat International airport,Turkmenistan,SITA,131.725,37.9667,58.3667
ASE,Aspen/CO,Aspen-Pitkin County Airport,USA,SITA,136.85,39.2167,-106.8667
ASF,Astrakhan,Narimanovo Airport,Russia,SITA,131.725,46.2833,48.0000
ASJ,Amami,Amami Airport,Japan,Avicom,131.45,28.4167,129.7000
ASP,Alice Spring,Alice Spring Airport,Australia,SITA,131.55,-23.8000,133.8833
ASU,Asuncion,Silvio Pettirossi Int’l,Paraguay,SITA,131.725,-25.2333,-57.5167
ATH,Athens,Eleftherios Venizelos Int’l,Greece,SITA,131.725,37.9167,23.9333
ATL,Atlanta/GA,Hartsfield Jackson Int’l,USA,SITA,136.85,33.6333,-84.4333
ATW,Appleton/WI.,Outagamie County Rgnl,USA,SITA,136.85,44.2500,-88.5000
AUA,Aruba,Reina Beatrix Int’l,Aruba,SITA,131.725,12.5000,-70.0000
AUH,Abu Dhabi,Abu Dhabi Int’l,United Arab Emirates,SITA,131.725,24.4333,54.6500
AUS,Austin/TX,Austin Bergstrom Int’l,USA,SITA,136.85,30.1667,-97.6667
AVL,Asheville/NC,Asheville Rgnl,USA,SITA,136.85,35.4333,-82.5333
AVP,Wilkes-Barre/Scranton/PA,Wilkes-Barre/Scranton Int’l,USA,SITA,136.85,41.3333,-75.7333
AVV,Avalon,Avalon Airport,Australia,SITA,131.55,-38.0333,144.4667
AXM,Armeria,El Eden,Colombia,SITA,131.725,4.4500,-75.7667
AXT,Akita,Akita Airport,Japan,Avicom,131.45,39.6000,140.2167
AYQ,Ayers Rock,Ayers Rock Connellan,Australia,SITA,131.55,-25.1833,130.9667
AYT,Antalya,Antalya Int’l,Turkey,SITA,131.725,36.9000,30.8000
AZO,Kalamazoo/MI,Kalamazoo Battle Creek Int’l,USA,SITA,136.85,42.2333,-85.5500
AZR,Adrar,Adrar Touat Cheik Sidi Mohamed Belkebir Airport,Algeria,SITA,131.725,27.8333,-0.1833
AZS,Samana,Samana El Catey International Airport,Dominican Republic,SITA,131.725,19.2667,-69.7333
BAH,Bahrain,Bahrain Int’l,Bahrain,SITA,131.725,26.2667,50.6167
BAQ,Barranquilla,Ernesto Cortissoz,Colombia,SITA,131.725,10.8833,-74.7833
BAZ,Barcelos,Aeroporto Municipal de Barcelos,Brazil,SITA,131.55,-0.9667,-62.9167
BBA,Balmaceda,Teniente Vidal,Chile,SITA,131.725,-45.9000,-71.6833
BBI,Bhubaneswar,Biju Patnaik International Airport,India,SITA,131.725,20.2333,85.8167
BCM,Bacau,George Enescu International Airport,Romania,Romatsa,131.725,46.5167,26.9000
BCN,Barcelona,El Prat de Llobregat,Spain,ENAIRE,131.725,41.2833,2.0667
BDA,Bermuda,Bermuda Int’l Airport,Bermuda,SITA,131.725,32.3667,-64.6667
BDJ,Banjarmasin,Syamsudin Noor Intl Airport,Indonesia,SITA,131.55,-3.4333,114.7500
BDL,Hartford/CT,Hartford Bradley Int’l,USA,SITA,136.85,41.9333,-72.6667
BDQ,Vadodara,Vadodara Airport or Civil Airport Harni,India,SITA,131.725,22.3167,73.2167
BED,Bedford/MA,Laurence G. Hanscom Fld,USA,SITA,136.85,42.4500,-71.2833
BEG,Belgrade,Beograd,Serbia-Montenegro,SITA,131.725,44.8167,20.2833
BEL,Belem,Val De Cans Intl’,Brazil,SITA,131.55,-1.3667,-48.4667
BEN,Benghazi,Benghazi - Benina International Airport,Lybia,SITA,131.725,32.1000,20.2667
BES,Brest,Guipavas,France,SITA,131.725,48.4333,-4.4167
BEY,Beirut,Raffic Hariri Int’l,Lebanon,SITA,131.725,33.8167,35.4833
BFI,Boeing Field/WA,Boeing Field King County Int’l,USA,SITA,136.85,47.5333,-122.3000
BFL,Bakersfield/CA,Meadows Fld,USA,SITA,136.85,35.4167,-119.0333
BFM,Mobile/AL,Mobile Downtown,USA,SITA,136.85,30.6000,-88.0667
BFS,Belfast,Belfast Aldergrove Int’l Airport,Ireland,SITA,131.725,54.6500,-6.2167
BGA,Bucaramanga,Palo Negro Airport,Colombia,SITA,131.725,7.1167,-73.1833
BGF,Bangui,Bangui M Poko,Central Africa,SITA,131.725,4.4000,18.5167
BGI,Bridgetown,Grantley Adams Int’l,Barbados,SITA,131.725,13.0667,-59.4833
BGM,Johnson City/NY,Greater Binghamton Edwin A Link Fld,USA,SITA,136.85,42.2000,-75.9833
BGO,Bergen,Flesland,Norway,SITA,131.725,60.2833,5.2167
BGR,Bangor/ME,Bangor Int’l,USA,SITA,136.85,44.8000,-68.8000
BGW,Baghdad,Baghdad Int’l,Iraq,SITA,131.725,33.2667,44.2333
BGY,Bergamo,Bergamo Orio Al Serio,Italy,SITA,131.725,45.6667,9.7000
BHD,Belfast,George Best Belfast City Airport,Ireland,SITA,131.725,54.6167,-5.8667
BHI,Bahia Blanca,Comandante,Argentina,SITA,131.725,-38.7167,-62.1667
BHM,Birmingham/AL,Birmingham Int’l,USA,SITA,136.85,33.5500,-86.7667
BHX,Birmingham,Birmingham Int’l,United Kingdom,SITA,131.725,52.4500,-1.7333
BIA,Bastia,Poretta,France,SITA,131.725,42.5333,9.4833
BIK,Biak,Frans Kaisiepo,Indonesia,SITA,131.55,-1.1833,136.1000
BIL,Billings/MT,Billings Logan Int’l,USA,SITA,136.85,45.8000,-108.5333
BIO,Bilbao,Bilbao Int’l,Spain,ENAIRE,131.725,43.3000,-2.9167
BIQ,Biarritz,Anglet,France,SITA,131.725,43.4667,-1.5333
BIS,Bismarck/ND,Bismark Municipal Airport,USA,SITA,136.85,46.7667,-100.7500
BJL,Banjul,Banjul Int’l,Gambia,SITA,131.725,13.3333,-16.6500
BJV,Bodrum,Milas Bodrum,Turkey,SITA,131.725,37.2500,27.6667
BJX,Guanajuato/Silao,Guanajuato del Bajio International Airport,Mexico,SITA,131.725,20.9833,-101.4667
BKG,Hollister/MO,Branson Airport,USA,SITA,136.85,36.5333,-93.2000
BKI,Kota Kinabalu,Kota Kinabalu Int’l Airport,Malaysia,SITA,131.55,5.9167,116.0500
BKO,Bamako,Senou Int’l,Mali,SITA,131.725,12.5333,-7.9500
BLB,Balboa,Aeropuerto Panama Pacifico ( Howard),Panama,SITA,131.725,8.9667,-79.5500
BLI,Bellingham/WA,Bellingham Int’l Airport,USA,SITA,136.85,48.7833,-122.5333
BLL,Billund,Billund Airport,Denmark,SITA,131.725,55.7333,9.1500
BLQ,Bologna,Bologna G. Marconi Airport,Italy,SITA,131.725,44.5167,11.3000
BLR,Bangalore,Bengaluru International Airport,India,SITA,131.725,13.9500,77.6500
BMA,Bromma,Stockholm-Bromma,Sweden,SITA,,59.3500,17.9667
BME,Broome,Broome International Airport,Australia,SITA,131.55,-17.9333,122.2167
BMI,Bloomington/IL,Central Illinois Rgnl Airport,USA,SITA,136.85,40.4833,-88.9167
BMV,Buon Ma Thuot,Buon Ma Thuot Airport,Viet Nam,SITA,131.55,12.6667,108.1167
BNA,Nashville/TN,Nashville Int’l Airport,USA,SITA,136.85,36.1167,-86.6667
BNE,Brisbane,Brisbane Int’l Airport,Australia,SITA,131.55,-27.3833,153.1167
BOD,Bordeaux,Bordeaux Merignac,France,SITA,131.725,44.8333,-0.7000
BOG,Bogota,El Dorado Int’l Airport,Colombia,SITA,131.725,4.7000,-74.1333
BOI,Boise/ID,Boise Air Terminal,USA,SITA,136.85,43.7667,-116.0833
BOJ,Burgas,Burgas Int’l Airport,Bulgaria,Bulatsa,131.725,42.5667,27.5167
BOM,Mumbai,Chhattrapati Shivaji Int’l Airport,India,SITA,131.725,19.0833,72.8667
BON,Kralendijk,Flamingo Airport,Netherlands Antilles/Bonaire,SITA,131.725,12.1333,-68.2667
BOO,Bodo,Bodo Airport,Norway,SITA,131.725,67.2667,14.3667
BOS,Boston/MA,General Edward Lawrence Logan Int’l,USA,SITA,136.85,42.3833,-71.0167
BPN,Balikpapan,Sepinggan Int’l Airport,Indonesia,SITA,131.55,-1.2500,116.8833
BPS,Porto Seguro,Porto Seguro Intl’,Brazil,SITA,131.55,-16.4333,-39.0833
BQN,Aguadilla,Rafael Hernandez Airport,Puerto Rico,SITA,131.725,18.4833,-67.1333
BRA,Barreiras,Aeroporto de Barreiras,Brazil,SITA,131.55,-12.0667,-45.0000
BRC,Bariloche/Rio Negro,San Carlos de Bariloche,Argentina,SITA,131.725,-41.1500,-71.1500
BRE,Bremen,City Airport Bremen,Germany,DFS,131.725,53.0500,8.7833
BRI,Bari,Bari Karol Wojtyla Int’l,Italy,SITA,131.725,41.1333,16.7500
BRK,Bourke,Bourke Airport,Australia,SITA,131.55,-30.0333,145.9500
BRQ,Brno,Turany Airport,Czech Republic,SITA,131.725,49.1500,16.6833
BRR,Barra,Barra Airport,United Kingdom,SITA,131.725,57.0000,-7.5000
BRS,Bristol,Lulsgate Airport,United Kingdom,SITA,131.725,51.3833,-2.7000
BRU,Brussels,Brussels Natl Airport,Belgium,SITA,131.725,50.8833,4.4667
BSB,Brasilia,Presidente Juscelino Kubitschek,Brazil,SITA,131.55,-15.8667,-47.9167
BTH,Batubesar,Hang-Nadim Int’l Airport,Indonesia,SITA,131.55,1.1167,104.1167
BTJ,Banda Aceh,Sultan Iskandar Muda Airport,Indonesia,SITA,131.55,5.5167,95.4167
BTM,Butte/MT,Bert Mooney Airport,USA,SITA,136.85,45.9500,-112.5000
BTR,Baton Rouge/LA,"Baton Rouge Metropolitan Airport, RyanField",USA,SITA,136.85,30.5167,-91.1500
BTU,Bintulu,Bintulu Airport,Malaysia,SITA,131.55,3.1167,113.0167
BTV,Burlington/VT,Burlington Int’l Airport,USA,SITA,136.85,44.4667,-73.1500
BUD,Budapest,Ferihegy Airport,Hungary,SITA,131.725,47.4333,19.2500
BUF,Buffalo/NY,Buffalo Niagara Int’l Airport,USA,SITA,136.85,42.9333,-78.7167
BUQ,Bulawayo,J M Nkomo Int’l Airport,Zimbabwe,SITA,131.725,-20.0167,28.6167
BUR,Burbank/CA,Bob Hope Airport,USA,SITA,136.85,34.1833,-118.3500
BVB,Boa Vista,Boa Vista Intl’,Brazil,SITA,131.55,2.8333,-60.6833
BVH,Vilhena,Aeroporto Brigadeiro Camarão,Brazil,SITA,131.55,-12.6833,-60.1000
BWI,Baltimore/MD,Baltimore Washington Int’l Airport,USA,SITA,136.85,39.2000,-76.6833
BWN,Brunei,Brunei International Airport,Brunei,SITA,131.55,4.9500,114.9167
BZE,Belize City,Phillip S W Gildson Int’l Airport,Belize,SITA,131.725,17.5333,-88.3000
BZN,Belgrade/MT,Gallatin Field,USA,SITA,136.85,45.7667,-111.1500
BZV,Brazzaville,Maya Maya Airport,Congo,SITA,131.725,-4.2500,15.2500
BZZ,Brize Norton,RAF Brize Norton,United Kingdom,SITA,131.725,51.7500,-1.5667
CAE,Columbia/SC,Columbia Metropolitan Airport,USA,SITA,136.85,33.9333,-81.1167
CAF,Carauari,Aeroporto Municipal de Carauari,Brazil,SITA,131.55,-4.8667,-66.9000
CAG,Cagliari,Cagliari - Elmas Mario Mameli Airport,Italy,SITA,131.725,39.2500,9.0500
CAI,Cairo,Cairo Int’l Airport,Egypt,SITA,131.725,30.1000,31.4000
CAK,Akron/OH,Akron - Canton Int’l,USA,SITA,136.85,40.9167,-81.4333
CAW,Campo dos Goytacazes,Rubem Berta Intl,Brazil,SITA,131.55,-21.7000,-41.3000
CAY,Cayenne,Rochambeau Int’l Airport,French Guiana,SITA,131.725,4.8167,-52.3500
CBR,Canberra,Canberra International Airport,Australia,SITA,131.55,-35.3000,149.2000
CCJ,Karipur,Calicut International Airport,India,SITA,131.725,11.1333,75.9500
CCP,Concepcion,Carriel Sur Int’l Airport,Chile,SITA,131.725,-36.7667,-73.0500
CCS,Caracas,Simon Bolivar Int’l Airport,Venezuela,SITA,131.725,10.5833,-66.9833
CCU,Calcutta,Netaji Subhash Chandra Bose Int’l Airport,India,SITA,131.725,22.6500,88.4333
CDG,Paris,Charles-de-Gaulle,France,SITA,131.725,49.0167,2.5333
CDJ,Altamira,Aeroporto de Altamira,Brazil,SITA,131.55,-3.2500,-52.2500
CEB,Cebu,Mactan Cebu Int’l Airport,Philippines,SITA,131.55,10.3167,123.9667
CED,Ceduna,Ceduna Airport,Australia,SITA,131.55,-32.1167,133.7167
CEK,Chelyabinsk,Chelyabinsk Blandino Airport,Russia,SITA,131.725,55.3000,61.5000
CFE,Clermont Ferrand,Clermont Ferrand - Auvergne,France,SITA,131.725,45.7833,3.1500
CFS,Coffs Harbour,Coffs Harbour Airport,Australia,SITA,131.55,-30.3167,153.1167
CFU,Corfu,Ioannis Kapodistrias Int’l Airport,Greece,SITA,131.725,39.6000,19.9167
CGB,Cuiabá,Aeroporto Internacional Marechal Rondon,Brazil,SITA,131.55,-15.6500,-56.1167
CGH,Sao Paulo,Congonhas,Brazil,SITA,131.55,-23.6167,-46.6500
CGK,Jakarta,Soekarno-Hatta Int’l Airport,Indonesia,SITA,131.55,-6.1167,106.6500
CGN,Cologne,Koln Bonn Int’l Airport,Germany,DFS,131.725,50.8667,7.1167
CGR,Campo Grande,Aeroporto Internacional de Campo Grande /MS,Brazil,SITA,131.55,-20.4667,-54.6667
CGV,Caiguna,Caiguna Airport,Australia,SITA,131.55,-32.2500,125.4667
CHA,Chattanooga/TN,Lovell Fld,USA,SITA,136.85,35.0333,-85.1833
CHC,Christchurch,Christchurch Int’l Airport,New Zealand,SITA,131.55,-43.4667,172.5333
CHO,Charlottesville/VA,Albemarle Airport,USA,SITA,136.85,38.1333,-78.4500
CHQ,Chania,Ioannis Daskalaoyiannis Airport,Greece,SITA,131.725,35.5333,24.1500
CHS,Charleston/SC,Charleston Int’l Airport,USA,SITA,136.85,32.9000,-80.0333
CID,Cedar Rapids/IA,The Eastern Iowa,USA,SITA,136.85,41.8833,-91.7000
CIX,Chicalyo,Capt. Jose A. Quinones Gonzales Int’l,Peru,SITA,131.725,-6.7667,-79.8167
CJB,Coimbatore,Coimbatore Intl Airport,India,SITA,131.725,11.0167,77.0333
CJC,Calama,El Loa,Chile,SITA,131.725,-22.4833,-68.9000
CJS,Ciudad Juarez Chichuahua,Abraham Gonzales Airport,Mexico,SITA,131.725,31.6333,-106.4167
CJU,Cheju,Jeju Int’l,Rep. Of Korea,SITA,131.55,33.4833,126.5000
CLE,Cleveland/OH,Cleveland Hopkins International,USA,SITA,136.85,41.4000,-81.8500
CLJ,Cluj Napoca,Cluj Avram Iancu International Airport,Romania,Romatsa,131.725,46.7833,23.6833
CLO,Cali,Alfonso bonilla Aragon Int’l,Colombia,SITA,131.725,3.5333,-76.3833
CLT,Charlotte/NC,Charlotte Douglas Int’l,USA,SITA,136.85,35.2167,-80.9333
CLY,Calvi,Sainte Catherine,France,SITA,131.725,42.5167,8.7833
CMB,Colombo,Bandaranaike Int’l Airport,Srilanka,SITA,131.725,7.1667,79.8833
CMH,Columbus/OH,Port Columbus Int’l,USA,SITA,136.85,40.0000,-82.8833
CMI,Savoy/IL,Champaign-Willard Airport,USA,SITA,136.85,40.0333,-88.2667
CMN,Casablanca,Mohammed V Int’l Airport,Morocco,SITA,131.725,33.3667,-7.5833
CMW,Camaguey,Aeropuerto Internacional Ignacio Agramonte,Cuba,SITA,131.725,21.4167,-77.8500
CND,Constanta,Mihail Kogalniceanu Airport,Romania,Romatsa,131.725,44.3500,28.4833
CNF,Confins,Tancredo Neves Intl,Brazil,SITA,131.55,-19.6333,-43.9667
CNS,Cairns,Cairns Int’l Airport,Australia,SITA,131.55,-16.8667,145.7500
COK,Cochin,Cochin Int’l Airport,India,SITA,131.725,10.1500,76.3833
COR,Cordoba,Ambrosio L V Taravella Airport,Argentina,SITA,131.725,-31.3167,-64.2000
COS,Colorado Springs/CO,City of Colorado Springs Muni.,USA,SITA,136.85,38.8000,-104.7167
CPH,Copenhagen,Kastrup Int’l Airport,Denmark,SITA,131.725,55.6167,12.6333
CPO,Copiapo,Chamonate Airport,Chile,SITA,131.725,-27.2500,-70.7833
CPQ,Campinas,Aeroporto Internacional de Viracopos,Brazil,SITA,131.55,-22.8500,-47.1000
CPR,Casper/WY,Nartroma County Airport,USA,SITA,136.85,42.9000,-106.4667
CPS,Cohokia/IL,St. Louis Downtown Airport,USA,SITA,136.85,38.5667,-90.1500
CPT,Cape Town,Cape Town Int’l Airport,South Africa,SITA,131.725,-33.9667,18.5833
CQA,Canarana,Aeroporto Municipal de Canarana,Brazil,SITA,131.55,-13.5667,-52.2667
CRA,Craiova,Craiova International Airport,Romania,Romatsa,131.725,44.3167,23.8833
CRD,Comodoro Rivadavia/Chubut,Comodoro Rivadavia - General Enrique Mosconi,Argentina,SITA,131.725,-45.7833,-67.4667
CRK,Clark,Clark Int’l Airport,Philippines,SITA,131.55,15.1833,120.5500
CRP,Corpus Christi/TX,Corpus Christi Airport,USA,SITA,136.85,27.7667,-97.5000
CRW,Charleston/WV,Yeager Airport,USA,SITA,136.85,38.3667,-81.5833
CSG,Columbus/GA,Columbus Metropolitan Airport,USA,SITA,136.85,32.5167,-84.9333
CTA,Catania,Catania - Fontanarossa Airport,Italy,SITA,131.725,37.4667,15.0667
CTG,Cartagena,Rafael Nunez Airport,Colombia,SITA,131.725,10.4333,-75.5000
CTL,Charleville,Charleville Airport,Australia,SITA,131.55,-26.4000,146.2500
CTS,Chitose,New Chitose Airport,Japan,Avicom,131.45,42.8000,141.6667
CUC,Cucuta,Camilo Daza Airport,Colombia,SITA,131.725,7.9167,-72.5000
CUE,Cuenca,Mariscal La Mar international Airport,Ecuador,SITA,131.725,-2.8833,-78.9833
CUN,Cancun,Cancun Int’l Airport,Mexico,SITA,131.725,21.0333,-86.8833
CUR,Curaçao,Hato Airport,Netherlands Antilles,SITA,131.725,12.1833,-68.9500
CUU,Chihuahua,General Roberto Fierro Villalobos Int’l Airport,Mexico,SITA,131.725,28.7000,-105.9667
CUU,Chihuahua,General Roberto Fierro Villalobos Int’l Airport,Mexico,SITA,136.85,28.7000,-105.9667
CUZ,Cuzco,Teniente Alejandro Velasco Astete Int’l Airport,Peru,SITA,131.725,-13.5333,-71.9333
CVG,Hebron/KY,Cincinnati Northern Kentucky Int’l Airport,USA,SITA,136.85,39.0333,-84.6500
CVQ,Carnarvon,Carnavon Airport,Australia,SITA,131.55,-24.8833,113.6667
CWB,Curitiba,Afonso Pena,Brazil,SITA,131.55,-25.5167,-49.1667
CXR,Nha Trang,Cam Ranh International Airport,Viet Nam,SITA,131.55,12.0000,109.2167
CZM,Cozumel,Cozumel Int’l Airport,Mexico,SITA,131.725,20.5167,-86.9167
CZS,Cruzeiro do Sul,Aeroporto Internacional de Cruzeiro do Sul,Brazil,SITA,131.55,-7.5833,-72.7667
DAB,Daytona Beach/FL,Daytona Beach Int’l Airport,USA,Harris,136.85,29.1833,-81.0500
DAC,Dhaka,Shah Jalal International Airport,Bangladesh,SITA,131.725,23.8500,90.4000
DAD,Da Nang,Da Nang Int’l Airport,Viet Nam,SITA,131.55,16.0667,108.2167
DAL,Dallas/TX,Dallas Love Field,USA,SITA,136.85,32.8333,-96.8500
DAM,Damascus,Damascus Int’l Airport,Syrian Arab Rep.,SITA,131.725,33.4000,36.5000
DAR,Dar Es Salaam,Mwalimu Julius K Nyerere Int’l,Tanzania,SITA,131.725,-6.8667,39.2000
DAV,Corregimiento de Pedregal,Aeropuerto Internacional de David - Enrique Malek,Panama,SITA,131.725,8.3833,-82.4333
DAY,Dayton/OH,James M Cox Dayton Int’l,USA,SITA,136.85,39.9000,-84.2000
DBV,Dubrovnik,Dubrovnik Airport,Croatia,SITA,131.725,42.5500,18.2500
DCA,Arlington/VA,Ronald Reagan Washington National Airport,USA,SITA,136.85,38.8500,-77.0500
DEC,Decatur/IL,Decatur Airport,USA,SITA,136.85,39.8333,-88.8667
DEL,Delhi,Indira Ghandi Int’l,India,SITA,131.725,28.5500,77.1000
DEN,Denver/CO,Denver Int’l Airport,USA,Harris,136.85,39.8500,-104.6667
DFW,Dallas/TX,Dallas Fort Worth Int’l Airport,USA,SITA,136.85,32.8833,-97.0333
DIB,Dibrugarh,Dibrugarh Airport,India,SITA,131.725,27.4833,95.0167
DIY,Diyarbakir,Diyarbakir Airport,Turkey,SITA,131.725,37.8833,40.2000
DJE,Djerba,Zarzis Int’l Airport,Tunisia,SITA,131.725,33.8667,10.7667
DJJ,Jayapura,Sentani Airport,Indonesia,SITA,131.55,-2.5667,140.5333
DKR,Dakar,Leopold Sedar Senghor Int’l,Senegal,SITA,131.725,14.7333,-17.4833
DLA,Douala,Douala Int’l,Cameroon,SITA,131.725,4.0000,9.7167
DLH,Duluth/MN,Duluth Int’l,USA,SITA,136.85,46.8333,-92.1833
DLI,Da Lat,Lien Khuong International Airport,Viet Nam,SITA,131.55,11.7500,108.3667
DLM,Dalaman,Dalaman Airport,Turkey,SITA,131.725,36.7167,28.7833
DME,Moscow,Domodedovo Int’l Airport,Russia,SITA,131.725,55.4167,37.9000
DMM,Damman,King Fahd Int’l Airport,Saudi Arabia,GACA,131.725,26.4667,49.8000
DOH,Doha,Doha Int’l Airport,Qatar,SITA,131.725,25.2500,51.5500
DPS,Denpasar Bali,Ngurah Rai Int’l,Indonesia,SITA,131.55,-8.7333,115.1667
DRB,Derby,Derby Airport,Australia,SITA,131.55,-17.3500,123.6667
DRS,Dresden,Dresden Airport,Germany,DFS,131.725,51.1333,13.7500
DRW,Darwin,Darwin Int’l,Australia,SITA,131.55,-12.4000,130.8667
DSM,Des Moines/IA,Des Moines Int’l,USA,SITA,136.85,41.5167,-93.6333
DTM,Dortmund,Wickede Airport,Germany,DFS,131.725,51.5000,7.6000
DTW,Detroit/MI,Detroit Metropolitan Wayne County Airport,USA,Harris,136.85,42.2000,-83.3500
DUB,Dublin,Dublin Int’l,Ireland,SITA,131.725,53.4167,-6.2333
DUD,Dunedin,Dunedin Int’l,New Zealand,SITA,131.55,-45.9167,170.2000
